TotalCharges,MonthlyCharges,tenure,is_monthly_contract,Contract_Two year,Contract_Month-to-month,avg_monthly_charge,is_new_customer,no_value_added,PaymentMethod_Electronic check,PhoneService_enc,InternetService_Fiber optic,is_fiber_optic,OnlineSecurity_enc,TechSupport_enc,num_services,tenure_group_new_0_12,Dependents_enc,PaperlessBilling_enc
129.6,29.05,4,1,0,1,32.4,1,0,1,0,0,0,1,0,1,1,0,1
210.65,19.75,9,0,1,0,23.405555555555555,0,0,0,1,0,0,0,0,1,1,1,0
5485.5,103.85,53,1,0,1,103.5,0,0,1,1,1,1,0,0,5,0,0,1
470.2,19.5,23,1,0,1,20.443478260869565,0,0,0,1,0,0,0,0,1,0,0,1
5610.7,108.55,50,0,0,0,112.214,0,0,1,1,1,1,1,1,6,0,0,0
151.75,74.95,2,1,0,1,75.875,1,0,1,1,1,1,0,0,2,1,0,0
1267.0,20.35,59,0,0,0,21.47457627118644,0,0,0,1,0,0,0,0,1,0,0,0
5435.0,83.5,63,0,1,0,86.26984126984127,0,0,0,1,0,0,1,0,6,0,1,0
1837.7,71.05,25,1,0,1,73.508,0,0,0,1,0,0,1,1,5,0,0,1
1072.0,80.45,14,1,0,1,76.57142857142857,0,1,1,1,1,1,0,0,2,0,0,1
4309.55,67.05,65,0,0,0,66.30076923076923,0,0,0,1,0,0,1,0,4,0,0,0
3952.65,56.55,69,0,1,0,57.28478260869565,0,0,0,0,0,0,1,0,4,0,0,0
1565.7,74.05,21,1,0,1,74.55714285714286,0,0,0,1,1,1,0,0,2,0,1,1
4013.8,91.25,43,0,0,0,93.34418604651164,0,0,0,1,1,1,1,1,4,0,1,1
6585.2,92.0,71,0,0,0,92.74929577464788,0,0,1,1,1,1,1,1,5,0,0,1
566.1,25.35,19,1,0,1,29.794736842105262,0,1,0,0,0,0,0,0,0,0,1,1
830.25,19.65,40,0,1,0,20.75625,0,0,0,1,0,0,0,0,1,0,0,0
803.3,83.3,9,1,0,1,89.25555555555555,0,1,1,1,1,1,0,0,2,1,0,1
6017.65,103.25,58,0,0,0,103.75258620689657,0,0,0,1,1,1,0,0,5,0,0,1
19.9,19.9,1,1,0,1,19.9,1,0,0,1,0,0,0,0,1,1,0,0
5317.8,113.45,47,0,0,0,113.14468085106384,0,0,0,1,1,1,1,1,7,0,1,1
4916.4,84.3,58,0,1,0,84.7655172413793,0,0,1,1,0,0,1,1,6,0,0,1
4108.15,102.65,40,1,0,1,102.70375,0,0,0,1,1,1,0,0,5,0,0,1
2877.05,68.6,41,0,0,0,70.1719512195122,0,0,1,1,0,0,0,1,4,0,0,1
6733.15,100.9,67,0,0,0,100.494776119403,0,0,0,1,1,1,1,0,5,0,0,1
3343.15,99.85,34,0,0,0,98.3279411764706,0,0,1,1,1,1,0,0,5,0,0,1
53.05,19.1,3,1,0,1,17.683333333333334,1,0,0,1,0,0,0,0,1,1,0,1
6925.9,116.05,60,0,1,0,115.43166666666666,0,0,0,1,1,1,1,1,7,0,0,1
729.95,92.1,8,1,0,1,91.24375,0,1,1,1,1,1,0,0,4,1,0,1
1107.25,74.9,15,1,0,1,73.81666666666666,0,1,0,1,1,1,0,0,1,0,1,1
7149.35,102.1,68,0,1,0,105.1375,0,0,0,1,1,1,1,0,5,0,0,1
1789.65,25.45,71,0,1,0,25.20633802816901,0,0,0,1,0,0,0,0,1,0,0,0
4526.85,79.8,58,1,0,1,78.0491379310345,0,0,0,1,1,1,1,0,2,0,0,1
37.2,19.2,2,1,0,1,18.6,1,0,1,1,0,0,0,0,1,1,0,0
1208.35,89.65,14,1,0,1,86.31071428571428,0,0,0,1,1,1,0,1,4,0,1,1
1493.2,20.9,71,0,1,0,21.03098591549296,0,0,0,1,0,0,0,0,1,0,0,1
1415.55,100.55,14,1,0,1,101.11071428571428,0,0,1,1,1,1,0,0,4,0,0,1
307.6,50.95,6,1,0,1,51.26666666666667,1,0,0,0,0,0,1,1,4,1,0,0
1071.4,69.5,15,1,0,1,71.42666666666668,0,0,0,1,0,0,0,1,5,0,1,1
5598.0,97.55,57,0,0,0,98.21052631578948,0,0,0,1,1,1,0,0,5,0,1,1
4017.45,61.15,66,0,1,0,60.87045454545454,0,0,0,1,0,0,1,0,4,0,0,1
6143.15,89.95,69,1,0,1,89.03115942028985,0,0,1,1,1,1,0,0,3,0,0,1
3848.8,55.9,68,0,0,0,56.6,0,0,0,1,0,0,1,1,3,0,0,0
5264.3,94.8,56,0,0,0,94.00535714285716,0,0,0,1,1,1,1,0,4,0,1,0
3395.8,99.05,35,1,0,1,97.02285714285716,0,1,1,1,1,1,0,0,4,0,0,1
2499.3,56.15,43,1,0,1,58.12325581395349,0,1,1,1,0,0,0,0,2,0,1,0
2019.8,66.4,31,1,0,1,65.15483870967742,0,0,0,1,0,0,0,1,4,0,0,1
1955.4,58.45,33,0,0,0,59.25454545454546,0,0,0,1,0,0,1,0,4,0,1,1
69.35,69.35,1,1,0,1,69.35,1,1,1,1,1,1,0,0,1,1,0,1
4378.35,100.1,44,0,1,0,99.50795454545457,0,0,0,1,1,1,0,1,5,0,0,0
3053.0,53.45,57,0,0,0,53.56140350877193,0,0,1,1,0,0,1,0,3,0,1,0
4551.5,64.95,70,0,0,0,65.02142857142857,0,0,0,1,0,0,1,1,4,0,1,0
20.55,20.55,1,1,0,1,20.55,1,0,0,1,0,0,0,0,1,1,0,0
3119.9,55.25,55,0,1,0,56.72545454545455,0,0,0,1,0,0,0,1,3,0,1,1
2653.65,94.45,29,1,0,1,91.5051724137931,0,1,1,1,1,1,0,0,3,0,0,1
2033.85,60.9,33,1,0,1,61.631818181818176,0,0,0,1,0,0,1,0,3,0,0,1
308.7,74.95,4,1,0,1,77.175,1,1,1,1,1,1,0,0,1,1,0,0
2799.75,40.05,70,0,1,0,39.996428571428574,0,0,0,0,0,0,0,1,2,0,0,1
901.25,25.6,35,1,0,1,25.75,0,0,1,1,0,0,0,0,1,0,0,1
105.6,45.85,2,1,0,1,52.8,1,1,0,1,0,0,0,0,1,1,0,1
914.3,89.8,10,1,0,1,91.43,0,1,1,1,1,1,0,0,3,1,0,1
74.6,74.6,1,1,0,1,74.6,1,0,0,1,1,1,0,0,2,1,1,0
609.1,20.4,31,0,1,0,19.648387096774197,0,0,0,1,0,0,0,0,1,0,0,0
2595.85,90.5,30,1,0,1,86.52833333333334,0,0,0,1,1,1,1,0,3,0,0,1
5774.55,93.25,60,1,0,1,96.2425,0,0,1,1,1,1,1,0,4,0,1,1
4758.8,66.85,72,0,1,0,66.09444444444445,0,0,0,1,0,0,1,1,4,0,1,0
83.75,20.7,4,1,0,1,20.9375,1,0,0,1,0,0,0,0,1,1,0,1
284.9,69.55,4,1,0,1,71.225,1,1,0,1,1,1,0,0,1,1,1,1
2369.05,99.5,25,1,0,1,94.762,0,0,1,1,1,1,0,0,5,0,0,1
5289.8,76.95,70,0,1,0,75.56857142857143,0,0,0,1,0,0,1,1,5,0,0,1
20.45,20.45,1,1,0,1,20.45,1,0,0,1,0,0,0,0,1,1,0,1
367.55,19.9,19,1,0,1,19.344736842105263,0,0,0,1,0,0,0,0,1,0,0,0
19.5,19.5,1,1,0,1,19.5,1,0,0,1,0,0,0,0,1,1,0,0
224.5,20.3,12,0,1,0,18.70833333333333,0,0,0,1,0,0,0,0,1,1,1,0
1414.8,19.3,72,0,1,0,19.65,0,0,0,1,0,0,0,0,1,0,0,0
41.2,20.3,2,1,0,1,20.6,1,0,0,1,0,0,0,0,1,1,0,0
3091.75,89.85,34,1,0,1,90.93382352941175,0,0,1,1,1,1,0,0,4,0,1,1
1390.85,40.55,37,0,1,0,37.59054054054054,0,0,0,0,0,0,1,1,3,0,0,1
5125.75,89.85,58,0,0,0,88.375,0,0,0,1,1,1,1,1,4,0,1,1
45.55,45.55,1,1,0,1,45.55,1,1,0,1,0,0,0,0,1,1,0,1
71.25,71.25,1,1,0,1,71.25,1,1,1,1,1,1,0,0,1,1,0,1
50.45,50.45,1,1,0,1,50.45,1,1,1,1,0,0,0,0,1,1,0,1
4808.7,68.15,72,0,1,0,66.7875,0,0,0,1,0,0,1,1,5,0,0,0
355.9,29.3,12,1,0,1,29.65833333333333,0,0,0,0,0,0,0,1,1,1,1,1
31.55,19.5,2,1,0,1,15.775,1,0,0,1,0,0,0,0,1,1,0,0
921.55,19.65,47,0,1,0,19.60744680851064,0,0,0,1,0,0,0,0,1,0,0,0
260.8,44.6,6,1,0,1,43.46666666666667,1,1,0,1,0,0,0,0,1,1,1,1
3237.05,53.6,60,0,1,0,53.950833333333335,0,0,1,0,0,0,1,0,4,0,0,0
163.7,83.8,2,1,0,1,81.85,1,0,0,1,1,1,0,0,3,1,0,1
4307.1,83.85,51,0,1,0,84.45294117647059,0,0,0,1,0,0,1,1,7,0,0,1
7887.25,109.55,72,0,1,0,109.54513888888889,0,0,0,1,1,1,1,0,6,0,1,0
6083.1,85.25,72,0,1,0,84.48750000000001,0,0,1,1,0,0,1,0,6,0,0,1
1255.1,23.05,52,0,1,0,24.13653846153846,0,0,0,1,0,0,0,0,1,0,1,0
6506.15,93.2,71,0,1,0,91.63591549295774,0,0,0,1,0,0,1,1,7,0,0,0
672.2,25.55,28,0,0,0,24.00714285714286,0,0,0,1,0,0,0,0,1,0,0,0
3353.4,46.35,71,0,1,0,47.23098591549296,0,0,0,0,0,0,1,1,4,0,0,0
6668.0,99.55,68,0,1,0,98.05882352941175,0,0,1,1,1,1,1,1,5,0,1,1
70.35,70.35,1,1,0,1,70.35,1,1,1,1,1,1,0,0,1,1,0,1
990.3,89.2,11,1,0,1,90.02727272727272,0,1,1,1,1,1,0,0,3,1,0,1
168.15,56.15,3,1,0,1,56.05,1,0,0,1,0,0,0,0,3,1,1,1
6518.35,103.3,61,0,0,0,106.85819672131149,0,0,0,1,1,1,0,1,5,0,0,1
438.0,75.5,6,1,0,1,73.0,1,1,1,1,1,1,0,0,1,1,0,1
2459.8,53.1,46,1,0,1,53.47391304347826,0,0,1,1,0,0,1,0,2,0,0,0
3533.6,70.35,50,0,1,0,70.672,0,1,0,1,1,1,0,0,1,0,1,0
7262.0,104.05,69,0,0,0,105.2463768115942,0,0,0,1,1,1,0,1,6,0,0,1
3297.0,85.4,38,0,1,0,86.76315789473684,0,0,0,1,0,0,1,1,6,0,1,1
210.3,74.25,3,1,0,1,70.10000000000001,1,1,1,1,1,1,0,0,1,1,0,1
6127.6,89.6,68,1,0,1,90.11176470588236,0,0,0,1,1,1,0,0,3,0,0,1
460.2,20.8,25,1,0,1,18.408,0,0,0,1,0,0,0,0,1,0,1,0
1836.25,99.75,18,1,0,1,102.01388888888889,0,0,0,1,1,1,0,1,4,0,0,0
602.55,85.2,7,1,0,1,86.07857142857142,0,1,0,1,1,1,0,0,2,1,0,1
3921.1,59.95,65,0,1,0,60.324615384615385,0,0,0,0,0,0,1,1,5,0,0,0
228.75,19.3,12,0,0,0,19.0625,0,0,0,1,0,0,0,0,1,1,0,0
24.8,24.8,1,1,0,1,24.8,1,1,0,0,0,0,0,0,0,1,0,0
348.8,19.0,18,1,0,1,19.37777777777778,0,0,1,1,0,0,0,0,1,0,0,0
5484.4,85.0,64,0,1,0,85.69375,0,0,0,1,0,0,1,1,6,0,0,1
2208.75,86.65,26,1,0,1,84.95192307692308,0,0,0,1,1,1,1,0,3,0,0,1
365.65,89.6,4,1,0,1,91.4125,1,0,0,1,1,1,0,0,3,1,1,0
3778.2,54.5,71,0,1,0,53.21408450704225,0,0,0,1,0,0,1,1,3,0,0,0
2934.3,59.75,49,1,0,1,59.88367346938776,0,0,0,1,0,0,1,0,3,0,0,1
620.35,86.8,7,1,0,1,88.62142857142858,0,1,1,1,1,1,0,0,2,1,0,1
3836.3,110.8,35,0,0,0,109.60857142857144,0,0,0,1,1,1,1,1,7,0,0,1
70.3,70.3,1,1,0,1,70.3,1,1,1,1,1,1,0,0,1,1,0,1
577.6,89.3,6,1,0,1,96.26666666666668,1,1,1,1,1,1,0,0,3,1,0,0
2178.6,90.4,25,0,0,0,87.14399999999999,0,1,1,1,1,1,0,0,3,0,1,1
718.1,53.45,13,1,0,1,55.23846153846154,0,0,0,1,0,0,0,1,3,0,1,0
494.05,54.55,9,1,0,1,54.894444444444446,0,0,1,1,0,0,1,0,2,1,0,0
6065.3,84.9,72,0,1,0,84.24027777777778,0,0,0,1,0,0,1,1,6,0,0,1
1663.75,78.65,22,0,0,0,75.625,0,0,0,1,0,0,0,1,5,0,1,1
2651.1,80.6,33,0,1,0,80.33636363636363,0,0,0,1,1,1,0,1,3,0,0,0
964.9,58.4,18,1,0,1,53.605555555555554,0,0,0,1,0,0,1,0,3,0,0,1
2753.8,77.2,34,0,0,0,80.99411764705883,0,1,0,1,0,0,0,0,4,0,1,0
521.3,90.1,6,1,0,1,86.88333333333333,1,0,1,1,1,1,0,0,3,1,0,1
531.55,21.05,24,0,0,0,22.147916666666664,0,0,0,1,0,0,0,0,1,0,1,0
1444.65,93.35,15,1,0,1,96.31,0,1,1,1,1,1,0,0,3,0,0,1
6713.2,105.4,63,1,0,1,106.55873015873016,0,0,1,1,1,1,0,1,5,0,0,0
261.65,69.35,4,1,0,1,65.4125,1,1,1,1,1,1,0,0,1,1,0,0
4738.85,70.85,66,0,0,0,71.80075757575759,0,0,0,1,0,0,0,0,4,0,0,1
869.9,20.35,42,1,0,1,20.71190476190476,0,0,0,1,0,0,0,0,1,0,0,0
303.7,80.25,4,1,0,1,75.925,1,0,1,1,1,1,1,0,2,1,0,1
2599.95,100.5,26,1,0,1,99.99807692307692,0,1,0,1,1,1,0,0,4,0,0,1
3219.75,81.9,39,0,0,0,82.5576923076923,0,0,1,1,1,1,0,1,3,0,0,0
1328.35,19.85,70,0,1,0,18.97642857142857,0,0,0,1,0,0,0,0,1,0,0,0
159.15,55.15,3,1,0,1,53.05,1,1,0,1,0,0,0,0,2,1,0,0
4517.25,85.45,53,1,0,1,85.23113207547169,0,1,0,1,1,1,0,0,2,0,0,0
89.75,45.0,2,1,0,1,44.875,1,1,1,1,0,0,0,0,1,1,0,1
5237.4,74.35,72,0,1,0,72.74166666666666,0,0,1,1,0,0,1,1,6,0,1,1
4719.75,64.8,72,0,1,0,65.55208333333333,0,0,0,0,0,0,1,1,6,0,1,1
55.45,55.45,1,1,0,1,55.45,1,1,1,1,0,0,0,0,2,1,0,1
3771.5,78.9,48,0,1,0,78.57291666666667,0,0,0,1,0,0,0,1,6,0,0,0
4674.55,74.5,63,0,1,0,74.19920634920635,0,0,0,1,0,0,1,1,6,0,1,0
1734.65,24.1,72,0,1,0,24.092361111111117,0,0,0,1,0,0,0,0,1,0,1,0
3116.15,54.15,59,0,1,0,52.81610169491525,0,1,0,1,0,0,0,0,2,0,0,0
1072.6,35.6,29,0,0,0,36.98620689655172,0,0,0,0,0,0,1,1,2,0,0,0
3274.35,59.3,57,0,0,0,57.444736842105264,0,0,0,1,0,0,1,1,4,0,1,1
3327.05,110.45,30,0,0,0,110.90166666666669,0,0,0,1,1,1,0,1,6,0,0,0
2657.55,69.95,38,1,0,1,69.93552631578947,0,0,1,1,0,0,1,1,5,0,0,0
330.8,20.45,15,1,0,1,22.05333333333333,0,0,0,1,0,0,0,0,1,0,0,0
6951.15,99.65,71,1,0,1,97.90352112676057,0,0,0,1,1,1,0,0,4,0,0,1
669.0,94.25,7,1,0,1,95.57142857142856,0,0,1,1,1,1,0,0,4,1,0,1
561.15,19.6,27,0,1,0,20.78333333333333,0,0,0,1,0,0,0,0,1,0,0,1
780.1,19.1,40,0,1,0,19.5025,0,0,0,1,0,0,0,0,1,0,0,0
86.0,86.0,1,1,0,1,86.0,1,0,1,1,1,1,0,0,3,1,0,1
5940.85,91.85,65,1,0,1,91.39769230769232,0,0,0,1,1,1,0,0,3,0,0,1
81.1,81.1,1,1,0,1,81.1,1,1,1,1,1,1,0,0,2,1,0,1
44.1,44.1,1,1,0,1,44.1,1,1,1,1,0,0,0,0,1,1,0,1
45.75,19.9,3,1,0,1,15.25,1,0,0,1,0,0,0,0,1,1,0,1
2952.85,99.05,29,1,0,1,101.82241379310344,0,1,0,1,1,1,0,0,4,0,0,1
304.6,19.8,15,0,0,0,20.30666666666667,0,0,0,1,0,0,0,0,1,0,0,0
5743.3,79.7,70,0,1,0,82.04714285714286,0,0,0,1,0,0,1,1,6,0,1,0
2381.55,93.85,26,1,0,1,91.59807692307692,0,0,1,1,1,1,0,0,4,0,0,1
3403.4,96.75,35,1,0,1,97.24,0,0,0,1,1,1,1,1,5,0,0,1
4953.25,72.95,68,0,1,0,72.84191176470588,0,0,0,1,0,0,0,1,5,0,1,1
74.9,74.9,1,1,0,1,74.9,1,1,1,1,1,1,0,0,1,1,0,1
20.25,20.25,1,1,0,1,20.25,1,0,0,1,0,0,0,0,1,1,0,0
5420.65,79.2,69,0,1,0,78.56014492753623,0,1,0,1,1,1,0,0,2,0,1,1
83.3,20.05,4,1,0,1,20.825,1,0,0,1,0,0,0,0,1,1,0,0
2156.25,72.45,31,1,0,1,69.55645161290323,0,0,0,1,0,0,1,1,6,0,0,1
6287.25,108.85,58,0,0,0,108.40086206896552,0,0,1,1,1,1,1,0,6,0,0,1
